region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
1,56,46,1,21,33.000,4,7,0.000,0,2,0,1,1,0,22.700,0.000,32.900,8.500,0.000,1257.400,0.000,1846.850,525.000,0.000,1,0,0,1,0,0,0,0,1,2,0
1,62,57,1,21,94.000,1,22,0.000,0,2,1,0,1,0,11.950,32.000,0.000,53.000,0.000,757.600,1999.950,0.000,3250.000,0.000,1,0,1,0,1,1,1,1,1,4,0
2,42,57,1,25,209.000,1,40,0.000,1,4,0,0,1,0,9.450,0.000,0.000,11.000,0.000,383.450,0.000,0.000,475.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,13,32,0,7,31.000,4,5,0.000,0,2,1,0,1,1,5.050,35.500,0.000,10.500,23.300,64.850,452.300,0.000,115.000,244.300,0,1,0,0,1,1,1,1,0,3,0
1,69,46,1,18,66.000,2,19,0.000,0,4,0,0,1,0,21.850,0.000,0.000,46.500,0.000,1589.100,0.000,0.000,3265.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,45,59,0,14,51.000,1,15,0.000,0,2,0,0,1,0,5.950,0.000,0.000,5.250,0.000,236.300,0.000,0.000,175.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,66,42,1,18,118.000,2,20,0.000,0,2,0,0,1,0,26.800,0.000,0.000,21.750,0.000,1774.750,0.000,0.000,1480.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,15,35,0,10,25.000,2,3,0.000,0,1,0,1,0,0,4.750,0.000,21.400,0.000,0.000,41.400,0.000,291.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
1,41,44,1,1,59.000,3,21,0.000,1,3,0,1,1,0,12.100,0.000,44.900,24.500,0.000,479.950,0.000,1853.300,1005.000,0.000,1,1,0,1,0,1,0,0,1,2,0
2,11,20,0,1,20.000,2,0,0.000,1,1,1,1,1,1,4.750,23.000,38.550,13.500,42.700,48.000,221.350,427.650,155.000,387.950,0,1,1,1,1,1,1,1,1,4,1
3,45,30,1,0,63.000,5,4,0.000,0,4,1,1,1,1,7.100,40.750,39.750,16.500,50.850,314.800,1849.500,1717.200,775.000,2239.650,1,1,1,1,1,1,1,1,1,4,1
1,52,62,0,23,36.000,4,17,0.000,0,1,1,0,1,0,13.350,18.500,0.000,18.500,0.000,709.250,978.850,0.000,915.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,42,56,0,24,72.000,4,18,0.000,1,1,0,1,1,1,8.000,0.000,38.500,20.500,40.050,336.900,0.000,1573.850,770.000,1713.300,1,1,1,1,1,1,1,1,1,4,0
2,48,35,0,11,50.000,1,16,0.000,0,3,1,0,1,0,12.850,21.750,0.000,17.000,0.000,622.750,1018.550,0.000,790.000,0.000,0,1,0,0,1,1,0,0,0,3,0
3,4,31,0,5,39.000,2,5,0.000,0,2,1,1,1,1,4.900,26.000,41.550,10.000,36.400,19.650,95.950,111.700,25.000,142.900,0,1,1,1,1,1,1,1,1,4,1
3,53,64,1,10,54.000,2,20,0.000,1,2,1,1,1,1,9.650,39.250,51.150,53.500,74.800,483.550,2053.200,2658.050,2675.000,3817.550,1,1,1,1,1,1,1,1,1,4,0
3,1,59,0,4,9.000,1,4,1.000,0,1,1,0,1,0,3.800,26.500,0.000,20.500,0.000,3.800,26.500,0.000,20.500,0.000,0,0,0,0,1,1,1,0,0,3,0
3,19,30,1,10,33.000,4,1,0.000,0,3,1,1,0,0,4.050,22.250,31.800,0.000,0.000,79.450,396.350,543.850,0.000,0.000,0,1,1,1,0,1,1,1,1,4,0
2,33,30,0,11,28.000,1,9,0.000,0,1,0,0,0,0,7.400,0.000,0.000,0.000,0.000,246.550,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1,0
3,42,36,1,14,44.000,2,11,0.000,0,3,1,0,0,1,7.000,26.500,0.000,0.000,26.100,321.950,1161.300,0.000,0.000,1173.450,0,0,1,0,1,1,1,1,0,3,0
1,60,32,0,12,34.000,4,4,0.000,1,2,0,0,1,0,23.950,0.000,0.000,10.000,0.000,1513.000,0.000,0.000,615.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,57,51,1,7,68.000,4,18,0.000,1,3,1,0,1,0,16.050,18.750,0.000,8.250,0.000,930.400,1096.000,0.000,365.000,0.000,1,0,0,0,1,1,1,1,0,3,0
1,64,39,0,5,37.000,1,9,0.000,0,1,0,0,1,0,10.200,0.000,0.000,17.500,0.000,640.750,0.000,0.000,1020.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,28,20,1,1,18.000,3,0,0.000,0,3,0,1,0,1,7.700,0.000,38.900,0.000,32.000,190.050,0.000,1041.100,0.000,873.300,1,1,1,1,0,1,0,1,1,4,0
1,29,35,1,10,55.000,2,7,0.000,0,4,1,0,1,0,15.650,21.750,0.000,30.750,0.000,477.950,612.550,0.000,855.000,0.000,0,0,0,0,0,1,1,1,0,3,1
1,46,31,1,12,21.000,1,5,0.000,0,5,0,0,1,0,8.950,0.000,0.000,9.250,0.000,369.950,0.000,0.000,415.000,0.000,0,0,0,0,0,1,1,1,0,3,0
1,22,41,1,9,29.000,3,11,0.000,0,4,0,0,0,0,12.750,0.000,0.000,0.000,0.000,274.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
2,10,56,0,26,9.000,2,6,1.000,0,2,0,0,0,0,3.200,0.000,0.000,0.000,0.000,36.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1,0
3,50,41,0,16,138.000,2,18,0.000,1,1,1,1,1,0,12.350,19.750,27.850,14.500,0.000,585.050,937.850,1359.050,690.000,0.000,1,0,0,0,0,0,0,0,1,2,1
1,55,65,0,34,28.000,4,12,1.000,1,1,1,0,1,1,18.600,46.250,0.000,14.750,41.200,1007.300,2610.550,0.000,835.000,2163.500,0,1,1,0,1,1,1,1,0,4,0
2,15,54,0,7,62.000,1,11,0.000,0,1,0,0,0,0,3.150,0.000,0.000,0.000,0.000,54.250,0.000,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,1,0
1,31,32,1,13,37.000,3,8,0.000,1,3,1,0,1,1,4.600,19.750,0.000,8.750,56.450,140.550,593.750,0.000,290.000,1771.100,1,1,1,1,1,1,1,1,0,4,0
3,5,44,0,5,83.000,1,16,0.000,1,1,0,1,0,0,4.650,0.000,25.250,0.000,0.000,12.300,0.000,90.500,0.000,0.000,1,0,0,0,0,1,0,0,0,2,1
2,69,63,0,28,168.000,1,43,0.000,1,2,1,0,1,0,14.500,44.250,0.000,18.250,0.000,1020.300,3097.250,0.000,1230.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,26,27,1,4,33.000,4,1,0.000,0,6,1,1,1,1,5.850,25.500,42.450,13.250,34.150,114.550,656.850,1089.700,310.000,810.200,1,1,1,1,1,1,1,1,1,4,1
3,10,33,1,2,66.000,3,9,0.000,1,4,1,0,1,0,7.100,21.250,0.000,25.250,0.000,59.300,241.800,0.000,220.000,0.000,0,0,0,1,1,0,1,0,0,1,1
1,26,30,0,9,18.000,4,1,0.000,0,3,1,0,1,0,7.250,25.500,0.000,32.500,0.000,171.850,688.350,0.000,840.000,0.000,0,1,1,0,1,1,1,1,0,4,1
3,25,30,0,0,20.000,1,4,0.000,1,1,1,0,1,0,8.550,21.750,0.000,15.500,0.000,215.950,522.150,0.000,370.000,0.000,0,0,0,0,1,1,0,1,0,3,0
3,30,23,1,4,19.000,3,1,0.000,0,4,0,1,1,0,7.900,0.000,35.200,27.500,0.000,253.050,0.000,1087.550,840.000,0.000,1,0,0,1,0,0,0,0,1,2,0
1,21,39,1,7,25.000,2,1,0.000,0,4,1,0,1,1,8.500,27.000,0.000,20.000,31.250,175.300,582.000,0.000,440.000,646.900,0,0,0,0,1,1,1,1,0,3,0
1,71,46,0,27,119.000,5,7,0.000,1,1,0,1,1,1,42.850,0.000,70.050,15.000,111.950,3080.850,0.000,5028.650,1020.000,7856.850,1,1,1,1,0,0,1,1,1,4,0
3,11,48,1,5,323.000,4,25,0.000,0,4,1,0,1,1,5.250,30.000,0.000,21.750,25.750,48.500,293.850,0.000,205.000,223.250,0,0,0,1,1,1,1,1,0,3,1
1,24,30,1,7,45.000,1,11,0.000,1,2,0,0,0,0,6.000,0.000,0.000,0.000,0.000,134.700,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1,0
1,65,59,1,27,197.000,4,26,0.000,0,2,0,1,1,0,45.400,0.000,25.750,46.750,0.000,2973.550,0.000,1699.850,3065.000,0.000,1,0,1,0,0,0,0,0,1,2,0
1,16,34,1,13,56.000,3,10,0.000,1,3,0,0,0,0,9.350,0.000,0.000,0.000,0.000,157.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
3,37,51,1,26,24.000,4,4,0.000,0,2,0,0,1,0,8.200,0.000,0.000,13.750,0.000,288.400,0.000,0.000,480.000,0.000,1,0,0,0,0,0,0,0,1,2,0
1,5,30,0,4,25.000,3,6,0.000,0,1,1,1,0,0,2.400,14.750,27.500,0.000,0.000,25.450,72.450,147.400,0.000,0.000,0,0,0,0,1,1,1,0,0,3,1
1,3,55,1,9,26.000,5,0,0.000,1,2,0,1,0,0,6.400,0.000,31.200,0.000,0.000,22.400,0.000,49.550,0.000,0.000,1,1,0,1,0,0,0,0,1,2,1
1,5,32,0,6,33.000,4,3,0.000,0,2,0,1,0,0,3.200,0.000,21.600,0.000,0.000,24.550,0.000,98.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
1,60,44,1,4,150.000,2,24,0.000,0,2,1,0,1,1,20.000,63.500,0.000,15.000,36.800,1207.300,3907.800,0.000,870.000,2163.750,1,1,1,0,1,1,1,1,1,4,0
2,19,37,1,4,99.000,2,15,0.000,1,3,0,0,0,0,8.000,0.000,0.000,0.000,0.000,142.050,0.000,0.000,0.000,0.000,1,0,0,1,1,0,0,0,1,2,1
3,54,40,0,19,50.000,4,12,0.000,1,2,0,0,1,1,22.800,0.000,0.000,5.000,33.050,1266.100,0.000,0.000,310.000,1746.900,1,1,0,1,1,1,1,1,1,4,0
2,25,41,0,3,81.000,3,20,0.000,1,4,0,0,1,0,7.400,0.000,0.000,11.000,0.000,193.650,0.000,0.000,290.000,0.000,0,0,0,0,0,1,1,1,0,3,0
2,1,36,0,6,21.000,1,1,0.000,0,2,0,1,0,0,1.350,0.000,22.600,0.000,0.000,1.350,0.000,22.600,0.000,0.000,1,0,0,0,1,0,0,0,1,2,1
3,54,68,0,7,273.000,3,27,0.000,1,1,0,0,1,0,18.350,0.000,0.000,6.000,0.000,1003.200,0.000,0.000,325.000,0.000,0,0,0,1,0,0,0,0,1,1,0
1,14,31,1,9,39.000,3,4,0.000,1,7,0,0,0,0,4.400,0.000,0.000,0.000,0.000,60.650,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,14,28,1,7,17.000,2,3,0.000,0,4,0,1,0,0,5.800,0.000,20.850,0.000,0.000,86.750,0.000,288.050,0.000,0.000,0,0,0,0,0,0,0,0,1,1,1
2,10,45,1,8,115.000,3,17,0.000,1,4,0,1,0,0,5.700,0.000,28.050,0.000,0.000,52.950,0.000,238.900,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
1,7,23,0,3,27.000,2,1,0.000,1,3,1,0,1,0,3.650,9.500,0.000,7.000,0.000,21.000,76.050,0.000,55.000,0.000,0,0,0,0,0,1,1,0,0,1,0
2,33,45,0,24,35.000,1,6,0.000,0,1,1,0,1,0,5.650,24.000,0.000,25.500,0.000,205.750,860.950,0.000,780.000,0.000,0,0,1,0,1,1,1,1,0,3,1
1,3,23,0,2,20.000,2,4,0.000,0,1,0,1,0,0,4.650,0.000,30.000,0.000,0.000,11.200,0.000,68.800,0.000,0.000,0,1,0,1,0,0,0,1,1,1,0
2,56,58,1,3,92.000,1,25,0.000,0,3,0,0,1,0,8.250,0.000,0.000,19.750,0.000,476.700,0.000,0.000,1075.000,0.000,0,0,0,0,0,0,0,1,0,1,0
2,54,56,0,8,207.000,2,35,0.000,1,1,1,0,1,0,9.000,25.250,0.000,9.000,0.000,464.650,1352.250,0.000,455.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,72,55,1,28,40.000,1,11,0.000,0,5,0,0,1,0,34.250,0.000,0.000,35.750,0.000,2472.650,0.000,0.000,2770.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,18,29,0,4,40.000,2,1,0.000,0,1,0,1,0,0,9.500,0.000,27.350,0.000,0.000,196.200,0.000,401.650,0.000,0.000,0,0,0,1,1,1,1,0,0,3,0
3,25,29,0,9,55.000,4,1,0.000,0,1,1,0,0,0,5.250,24.750,0.000,0.000,0.000,147.950,612.450,0.000,0.000,0.000,0,0,0,0,1,0,0,0,1,1,1
1,42,62,0,26,26.000,1,35,1.000,1,1,0,0,1,0,8.750,0.000,0.000,27.000,0.000,337.750,0.000,0.000,1070.000,0.000,0,0,0,0,0,0,0,0,1,1,0
3,4,37,0,2,41.000,2,8,0.000,0,1,1,1,1,0,2.800,13.500,29.900,16.500,0.000,5.300,45.750,83.550,60.000,0.000,0,0,1,1,0,1,0,0,0,1,0
2,12,50,1,16,203.000,4,25,0.000,0,2,1,0,1,1,4.950,22.000,0.000,11.250,28.300,71.500,284.700,0.000,120.000,315.700,0,0,1,0,0,1,0,0,1,1,1
2,53,64,1,17,380.000,2,36,0.000,1,2,1,0,1,0,12.850,40.250,0.000,15.000,0.000,687.900,2104.300,0.000,825.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,13,38,1,8,104.000,4,6,0.000,0,7,1,0,1,1,10.250,21.500,0.000,25.750,58.850,160.400,274.000,0.000,325.000,723.350,0,1,1,1,1,1,1,1,1,4,1
3,18,31,1,12,24.000,3,4,0.000,0,4,0,0,0,0,12.150,0.000,0.000,0.000,0.000,202.200,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,1,2,0
3,67,42,1,20,81.000,3,20,0.000,1,5,1,0,1,1,24.400,41.250,0.000,9.500,36.700,1701.000,2799.450,0.000,615.000,2481.650,1,1,1,0,1,1,1,1,0,4,0
2,6,24,0,2,17.000,1,1,0.000,0,1,1,0,1,0,3.250,21.000,0.000,15.250,0.000,29.250,132.200,0.000,45.000,0.000,0,0,0,0,1,1,0,1,0,3,0
1,25,46,0,13,45.000,1,12,0.000,1,1,1,0,0,0,5.400,16.000,0.000,0.000,0.000,155.000,408.050,0.000,0.000,0.000,0,1,0,0,0,1,1,0,0,3,0
2,15,39,0,19,32.000,2,2,0.000,0,1,0,1,0,0,3.450,0.000,31.850,0.000,0.000,44.450,0.000,462.750,0.000,0.000,1,1,0,0,0,0,0,0,1,2,1
3,32,35,0,12,57.000,4,5,0.000,0,1,1,1,0,0,8.600,11.000,30.050,0.000,0.000,259.300,335.150,975.800,0.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,22,39,0,0,63.000,4,9,0.000,0,1,0,1,0,0,6.200,0.000,21.350,0.000,0.000,121.700,0.000,425.250,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
2,8,22,0,3,25.000,4,0,0.000,0,1,1,0,1,1,8.000,32.250,0.000,18.250,19.450,61.550,264.000,0.000,155.000,153.700,0,1,0,0,1,1,1,1,0,3,0
1,3,31,1,4,22.000,1,1,0.000,0,2,0,1,0,0,3.400,0.000,22.700,0.000,0.000,7.600,0.000,35.450,0.000,0.000,0,0,0,1,0,1,0,0,1,1,1
2,32,54,0,6,155.000,2,20,0.000,0,1,0,0,0,0,16.350,0.000,0.000,0.000,0.000,528.500,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,49,54,0,24,30.000,2,5,0.000,0,1,0,0,1,0,15.500,0.000,0.000,14.250,0.000,754.800,0.000,0.000,625.000,0.000,1,0,0,0,0,0,1,0,0,2,0
2,2,28,0,7,46.000,3,0,0.000,1,1,0,0,0,1,3.450,0.000,0.000,0.000,15.100,6.550,0.000,0.000,0.000,10.450,1,0,1,0,1,1,0,1,1,4,0
1,39,47,0,1,68.000,4,10,0.000,1,2,0,0,0,0,8.300,0.000,0.000,0.000,0.000,308.550,0.000,0.000,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
1,42,33,0,2,67.000,2,5,0.000,0,2,0,0,1,0,6.700,0.000,0.000,25.250,0.000,270.200,0.000,0.000,1075.000,0.000,1,0,0,0,0,0,0,1,0,2,0
1,28,36,0,3,69.000,3,2,0.000,0,1,1,1,1,1,6.050,25.250,41.550,31.750,36.600,153.050,697.050,1117.150,835.000,1020.950,1,1,1,0,1,1,1,1,1,4,0
2,41,46,1,14,47.000,2,11,0.000,0,5,1,1,1,1,6.300,41.250,55.800,20.000,50.950,279.700,1665.000,2197.600,830.000,1956.700,1,1,1,0,1,1,1,1,0,4,0
3,67,50,1,31,83.000,2,12,0.000,0,2,0,1,1,0,29.450,0.000,22.650,19.000,0.000,1921.550,0.000,1515.400,1240.000,0.000,1,0,0,0,0,0,0,0,1,2,0
1,38,40,0,15,34.000,2,11,0.000,1,1,0,1,1,0,4.250,0.000,19.800,7.000,0.000,157.600,0.000,779.650,275.000,0.000,1,0,0,1,0,0,0,0,0,2,0
2,18,38,0,8,45.000,2,2,0.000,1,4,1,1,1,1,2.700,31.500,36.250,15.000,23.400,45.600,609.200,654.750,270.000,422.500,0,1,0,1,1,1,1,1,1,4,1
2,6,42,1,17,29.000,2,2,0.000,1,2,1,0,1,1,4.300,25.750,0.000,29.000,31.900,13.400,159.150,0.000,165.000,162.000,0,1,1,0,1,1,1,1,0,4,0
2,4,36,0,0,21.000,2,1,0.000,1,3,0,0,0,0,3.300,0.000,0.000,0.000,0.000,22.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,13,23,1,3,30.000,3,0,0.000,1,4,1,1,0,0,5.150,24.250,28.850,0.000,0.000,53.500,294.550,294.350,0.000,0.000,1,1,1,1,1,0,1,1,0,4,0
1,20,35,0,0,78.000,4,7,0.000,0,1,0,1,0,1,5.500,0.000,46.100,0.000,35.250,97.150,0.000,825.450,0.000,701.050,1,1,1,1,0,1,1,0,1,4,1
1,34,49,1,27,61.000,3,15,0.000,1,2,1,0,0,0,12.650,34.250,0.000,0.000,0.000,414.900,1119.350,0.000,0.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,46,29,1,4,90.000,5,3,0.000,0,4,1,0,1,1,16.850,40.500,0.000,34.500,39.800,736.450,1817.750,0.000,1480.000,1783.150,0,1,1,1,1,1,1,1,0,4,0
1,48,41,0,21,43.000,2,7,0.000,0,1,0,0,1,0,19.500,0.000,0.000,11.750,0.000,887.700,0.000,0.000,530.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,69,61,1,12,301.000,2,37,0.000,0,2,1,1,1,1,26.050,36.750,41.850,16.250,38.450,1738.150,2589.300,2768.850,1110.000,2590.200,1,1,0,0,1,1,1,1,0,3,0
1,32,34,1,7,32.000,2,15,0.000,0,4,0,0,0,0,9.250,0.000,0.000,0.000,0.000,285.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,29,29,0,9,41.000,2,9,0.000,0,2,1,1,0,0,4.750,23.000,37.450,0.000,0.000,112.000,626.600,1010.100,0.000,0.000,1,0,0,0,0,0,1,1,1,2,0
3,55,52,0,22,127.000,1,28,0.000,1,3,0,0,1,0,7.050,0.000,0.000,20.250,0.000,400.550,0.000,0.000,1150.000,0.000,1,1,0,0,0,0,0,0,1,2,0
3,72,60,1,36,271.000,1,43,0.000,1,2,0,0,1,0,21.700,0.000,0.000,52.250,0.000,1580.400,0.000,0.000,3665.000,0.000,1,0,0,0,1,1,1,1,0,3,0
3,29,26,0,1,32.000,3,2,0.000,1,1,0,0,1,0,3.400,0.000,0.000,15.750,0.000,111.500,0.000,0.000,440.000,0.000,0,1,0,0,0,0,0,1,0,1,1
2,50,25,1,1,36.000,4,2,0.000,1,5,0,1,1,1,13.050,0.000,40.600,10.250,40.850,682.200,0.000,1928.200,545.000,1964.200,1,1,1,0,1,1,1,1,1,4,0
3,35,50,1,11,293.000,3,21,0.000,0,2,0,1,0,0,12.250,0.000,23.900,0.000,0.000,416.400,0.000,793.400,0.000,0.000,0,0,0,0,0,0,0,0,1,1,1
3,11,63,0,9,41.000,3,3,0.000,0,1,0,1,0,0,4.150,0.000,29.900,0.000,0.000,46.350,0.000,299.650,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
1,9,29,0,9,39.000,3,5,0.000,1,1,0,0,0,0,4.200,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1,0
2,51,48,0,27,58.000,1,18,0.000,0,1,1,0,1,0,19.200,25.750,0.000,9.250,0.000,964.850,1320.050,0.000,390.000,0.000,0,0,0,0,1,0,1,1,0,3,1
1,33,34,1,2,28.000,1,3,0.000,1,3,0,0,0,0,13.400,0.000,0.000,0.000,0.000,438.900,0.000,0.000,0.000,0.000,1,0,0,1,1,0,0,0,0,2,0
1,25,20,0,0,15.000,2,0,0.000,0,2,1,0,1,0,10.700,23.000,0.000,18.750,0.000,296.750,572.250,0.000,405.000,0.000,0,0,0,0,1,1,1,1,0,3,0
3,31,34,0,9,105.000,4,7,0.000,1,4,0,0,1,0,6.450,0.000,0.000,5.750,0.000,182.350,0.000,0.000,170.000,0.000,0,0,0,0,0,1,0,1,0,3,0
2,67,40,1,10,80.000,4,8,0.000,1,2,1,1,1,1,33.050,21.750,53.550,18.750,48.050,2225.150,1391.600,3532.100,1215.000,3185.350,1,1,1,1,1,1,1,1,1,4,0
3,55,45,0,8,36.000,2,9,0.000,0,3,1,0,1,0,25.650,41.750,0.000,11.750,0.000,1423.000,2294.750,0.000,630.000,0.000,1,1,0,0,1,1,1,1,0,3,0
3,19,50,0,7,112.000,4,3,0.000,1,1,0,1,1,1,7.150,0.000,44.800,14.250,46.550,160.200,0.000,817.250,265.000,893.750,1,1,1,0,1,1,0,1,1,4,0
1,39,34,1,11,55.000,4,10,0.000,1,4,1,1,1,1,18.450,33.750,56.950,35.500,47.850,742.500,1307.800,2171.650,1385.000,1867.500,0,1,1,1,1,1,1,1,0,4,0
2,52,35,1,8,40.000,4,1,0.000,0,2,1,1,1,1,10.750,33.500,35.300,11.000,44.600,546.650,1772.350,1726.450,615.000,2407.150,1,1,0,0,1,1,1,1,0,3,0
3,55,37,1,15,23.000,2,0,0.000,1,5,1,0,1,0,12.950,32.500,0.000,26.250,0.000,716.250,1783.550,0.000,1355.000,0.000,1,0,0,0,1,1,1,1,0,3,0
2,25,62,0,27,28.000,4,33,1.000,1,1,1,1,1,1,8.300,14.750,52.000,18.000,47.000,160.400,359.250,1183.650,430.000,1117.550,1,1,1,0,1,1,1,1,1,4,1
3,33,58,0,12,21.000,2,23,1.000,1,1,0,0,1,0,8.800,0.000,0.000,20.750,0.000,264.050,0.000,0.000,690.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,48,35,0,5,63.000,4,12,0.000,0,2,0,0,1,0,13.400,0.000,0.000,27.500,0.000,560.550,0.000,0.000,1315.000,0.000,1,0,1,0,1,1,1,1,0,3,1
2,48,31,1,12,52.000,4,3,0.000,0,3,1,1,1,1,8.150,26.500,50.950,31.750,55.550,364.800,1323.500,2289.700,1410.000,2725.300,1,1,1,1,1,1,1,1,1,4,0
2,49,57,0,3,189.000,1,31,0.000,1,3,0,0,1,0,11.000,0.000,0.000,8.750,0.000,476.150,0.000,0.000,405.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,54,32,1,0,50.000,1,15,0.000,0,3,1,1,1,0,18.150,46.250,49.200,21.250,0.000,958.700,2530.900,2610.600,1105.000,0.000,0,0,0,0,1,1,1,1,0,3,1
1,45,32,1,9,23.000,1,15,0.000,0,4,0,0,0,0,9.850,0.000,0.000,0.000,0.000,469.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,4,37,1,1,33.000,2,15,0.000,1,5,0,1,0,0,2.450,0.000,21.900,0.000,0.000,19.250,0.000,65.100,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
3,49,27,1,3,29.000,3,6,0.000,1,3,0,1,0,0,10.400,0.000,44.000,0.000,0.000,476.450,0.000,2096.750,0.000,0.000,1,1,0,1,0,0,0,0,1,2,1
2,23,35,0,2,96.000,3,4,0.000,0,1,0,1,1,1,6.400,0.000,37.600,22.750,46.200,160.300,0.000,788.400,450.000,979.250,1,1,1,1,1,1,1,1,1,4,1
2,31,44,0,23,80.000,5,15,0.000,0,1,1,1,0,0,14.050,9.250,30.350,0.000,0.000,465.200,306.050,916.500,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
2,55,44,1,2,68.000,2,15,0.000,0,5,1,0,1,0,6.600,43.500,0.000,29.500,0.000,350.850,2423.300,0.000,1685.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,9,28,0,7,30.000,1,4,0.000,1,6,0,0,0,0,4.200,0.000,0.000,0.000,0.000,47.450,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,55,57,1,25,34.000,2,12,0.000,0,3,0,0,1,0,14.600,0.000,0.000,29.500,0.000,785.400,0.000,0.000,1600.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,34,30,0,3,35.000,2,2,0.000,1,3,1,0,1,0,9.050,21.500,0.000,8.000,0.000,333.000,695.950,0.000,275.000,0.000,0,1,0,0,1,1,1,1,1,3,0
1,10,23,0,4,36.000,2,1,0.000,0,3,1,0,1,0,8.550,14.750,0.000,22.000,0.000,86.050,142.050,0.000,200.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,62,76,0,20,35.000,3,18,1.000,1,1,0,0,1,0,17.250,0.000,0.000,17.750,0.000,1045.700,0.000,0.000,1085.000,0.000,1,0,0,0,1,0,0,0,1,2,0
2,51,36,0,13,62.000,3,9,0.000,0,2,1,0,1,1,5.650,36.250,0.000,19.750,40.400,305.750,1872.750,0.000,995.000,2005.450,1,1,1,1,1,1,1,1,0,4,0
1,65,48,0,28,94.000,1,25,0.000,0,1,0,0,1,0,10.400,0.000,0.000,22.500,0.000,664.650,0.000,0.000,1470.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,53,33,0,1,60.000,1,6,0.000,0,2,1,0,1,1,17.650,28.500,0.000,41.000,28.550,950.700,1502.200,0.000,2170.000,1524.600,0,1,1,0,1,1,1,1,0,4,0
1,23,35,0,4,118.000,2,11,0.000,0,1,0,1,0,0,7.900,0.000,30.150,0.000,0.000,196.950,0.000,672.400,0.000,0.000,0,1,0,1,0,0,0,0,1,1,1
3,1,30,0,3,135.000,4,3,0.000,0,3,1,1,1,0,1.100,5.750,22.800,2.750,0.000,1.100,5.750,22.800,2.750,0.000,0,0,0,1,1,0,0,0,1,1,1
3,66,55,0,20,80.000,2,24,0.000,1,1,1,0,1,0,14.000,30.750,0.000,14.750,0.000,938.350,2128.200,0.000,965.000,0.000,1,0,0,0,1,1,1,1,0,3,0
3,8,27,1,0,21.000,3,3,0.000,1,2,0,1,0,0,3.650,0.000,36.450,0.000,0.000,38.050,0.000,235.750,0.000,0.000,1,0,0,1,0,0,0,0,1,2,0
3,18,28,1,3,22.000,1,2,0.000,1,5,0,0,1,0,3.150,173.000,0.000,9.500,0.000,55.550,0.000,0.000,175.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,36,32,1,3,63.000,4,7,0.000,0,4,0,1,1,0,6.200,0.000,29.550,12.750,0.000,229.500,0.000,991.350,415.000,0.000,1,0,0,1,0,0,0,1,0,2,0
